,sentence,label
47265,오늘 너무 부끄러운일이 있었어.,1
52223,가끔 생각해 죽는다는 건 결국 혼자가 되는 거라고.,1
24647,어려운 재료가 아닌것으로 간편한 음식 알려주셔서 고맙습니다.,2
36785,나는 회사에 다니고 있지만 인생에 목표가 없어서 재미없어.,3
20417,나는 수학경시대회에서 상도 타고 앞으로 대학은 문제없을거야.,2
40545,니들도 나중에 쇠고랑 차는날 반드시 올거다,3
25098,어쨌든 오랜만에 보니깐 반갑^^,2
17954,여자 친구와 여행을 가기로 한 날 먹구름이 사라지고 화창한 날씨라서 기분이 최고였어!,2
19680,나는 건강 상태가 좋아서 참 기분이 좋아.,2
27208,내가 이제 드디어 정년을 맞이하게 되는구나.,2
55892,무서우미......,1
11428,헬쓰 좀 했나 팔뚝이 나보다 좋네 캐부럽,0
23280,우리나라국민으로 특검 을 믿습니다!,2
13536,지구온난화 가속으로 인류최후의날을 앞당길지도 모른다...,0
1650,며칠 전에 출장을 갔는데 오는 길에 너무 피곤해서 요금소를 그냥 지나쳤어. 그런데 생각해 보니 너무 후회돼.,0
49531,이번에 취업해서 독립을 하려고 하는데 보증금이 부족해. 부모님께 손 벌리기엔 너무 죄송해.,1
2774,아들이 따돌림을 당하는 것이 다 내 탓 같아.,0
3965,아들이 설거지를 해주길 바라서 출근하기 전에 부탁을 했는데 집에 오니 그대로야.,0
43685,내 친구들 모두 취직했는데 나만 백수여서 슬퍼.,1
49299,허리가 너무 아파서 이제 계산원 일도 못하겠네.,1
3518,교수님께서 지금 내 학점으로는 원하는 회사에 들어갈 수 없다고 하셔.,0
41530,재수강을 유도하는 돈독오른 교수놈이 있을까,3
52001,친구의 노트를 빌려 가서 필기했는데 깜빡하고 가져오지 못했어.,1
51137,남들은 다 대학교에 갔는데 나는 백수인 채로 집에서 아무것도 안 하고 있어.,1
23520,당신이 남긴 주옥같은 명곡들을 들을수 있음을 감사합니다 ~~편안하게 돌아가셨다니~~~~~,2
16983,나는 정말 다 가진 인생을 산 거 같아.,2
851,아기가 태어나니까 너무 정신이 없고 내가 원래 어떤 사람인지 뭘 좋아하는지 모르겠어.,0
15189,이번에 주식에서 좋은 종목을 찾아서 투자했어. 낮은 가격에 사게 돼서 큰 수익이 날 거라 확신해.,2
11228,이쁜언니들 옆에끼고 불금보내고싶다.카드한번 긁어야되나? ㅜㅜ,0
30589,이력서에는 오피스 능력이 좋다고 하던 신입 사원이 너무 못해 일일이 가르쳐 줘야 해서 귀찮아.,3
30840,아내가 왜 이렇게 집안일에 무심한 지 모르겠어. 어질러진 집구석을 보면 화가 나.,3
25552,레전드편에 또 김치전편 넣는거아님?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
2088,반에서 친구가 괴롭힘을 당하고 있었는데 나는 그걸 목격하고도 아무것도 할 수 없었어.,0
7758,나는 취업준비생인데 번번이 떨어지고 있어. 나이는 먹어가는데 너무 불안해.,0
50124,내 병원비가 요새 너무 많이 들어서 부모님 싸움이 잦아. 이러다 이혼 할까 봐 무서워.,1
39816,옘병!!!!!!!!,3
38365,됏거덩~~~오늘밤가튼소리하네ㅋㅋㅋ,3
37361,범죄 저지른 외노자는 추방해라.,3
12534,그동안 영화같이 한번본게 다임..,0
40199,누가또 쌩 그짓말을 한거?,3
31804,자식들이 벌어오는 돈을 관리해준다고 그러더니 내 월급을 모두 빼앗아 갔어. 너무 화가 나.,3
49024,오늘 병원에 갔더니 골다공증 진단을 받았는데 진작 관리를 하지 않았던 나 자신이 원망스러워.,1
19520,평소에 아빠가 말씀이 없는데 이번 성적에는 칭찬해 주셨어.,2
8311,당뇨 합병증으로 직장을 그만두게 되었어. 슬퍼서 하염없이 눈물이 나.,0
39960,이게 진정 스포츠인가?,3
14558,내가 노인정에 쑥떡을 만들어 갔는데 다들 맛있게 먹어줘서 기분이 좋아.,2
333,어제 범죄 뉴스 봤어? 이런 세상에 어떻게 아이를 낳을 수 있을까.,0
28187,우리 직장 상사가 자꾸 나랑 친한 여자 동기한테 성희롱해. 정말 참을 수가 없어.,3
57186,남들은 지금 이력서 많이넣어서 취업해야한다,1
21282,15년전 영종도 칼국수 집에서 뵜었는데..건강하세요^^~♡♡♡,2
18460,코로나 때문에 회사의 매출이 떨어지고 있지만 금방 안정될 거라고 믿어.,2
46189,혼자 사는 옆집 할머니가 고혈압으로 입원하면서 부탁한 강아지를 돌봐주고 있어.,1
25153,오늘 아침에 금메달 소식 들었습니다.,2
9378,헤어진걸 받아드리기가 너무 힘들어요.,0
21878,진짜 명경기였어요 보면서 탄성이 나왔네요 그리고 버티는게 크,2
23412,"예디 2015년 소처럼 일하시느라 고생하셨어요,",2
2285,갑자기 눈물이 나서 멈출 수가 없어. 이유도 없어서 나도 당황스러워.,0
20571,울 도니오빠는 일등 신랑감!,2
2417,내 가게가 일 년 만에 쫄딱 망해버렸어.,0
36131,자식들이 결혼하고 아내도 떠나가니까 세상에 나 홀로 인 것 같아.,3
1579,아이 성적이 떨어져서 속상해.,0
33522,친구가 나한테 성적이 낮다고 말해서 자존심이 상하고 기분이 좋지 않아.,3
25796,드뎌 아이가 생기긴 했는데요,2
24410,백선생 프로 보고 그나마 도움을 많이 ... 고맙습니다...^^,2
358,얼마 전에 친구와 싸웠는데 너무 후회돼.,0
9293,뭐가 뭔지 이제 헷갈릴정도다,0
38559,국민들은 더 이상 너희가 우롱했던 그 아둔한 국민들이 아니다.,3
33985,학원에서 숙제를 매우 많이 내줬어!,3
16706,난 어렸을 때부터 축구를 배워서 체육과목은 웬만해서는 만점이 나올 거야.,2
33390,친구가 나에게 자주 심부름을 시켜서 귀찮네.,3
21532,축하해요~~행복하세요 ~~~~~,2
29355,병원에 가기 귀찮아.,3
9794,요즘따라 운동하기도 너무 마음이 내키지않고 저도 모르게 폭식하게 되네요,0
56017,근데 이런거 많이먹으면 아가 황달오나요?,1
40085,이번 기회에 박정희 스위스계좌도 까라.,3
23750,이번결정은 환영한다 완영아 !,2
45133,친구 놈이 왜 그럴까? 나한테 자꾸 이상한 것으로 담근 술을 먹이려고 한다니까.,1
3398,어찌 보면 여자 친구가 없는 것이 차라리 더 나은 슬픈 세상이야.,0
48424,진로를 선택하는데 도움을 받을 곳이 없어 고립된 느낌이야.,1
14489,노인 취업 센터에서 나에게 좋은 일자리를 알려 주어서 다행이야.,2
41081,배신자들에게 조직의쓴맛을,3
8000,나이가 드니 돈 벌 곳도 없고 지인들도 다 나를 무시해서 슬퍼.,0
52009,지금은 건강하지만 나중에 아프게 되면 걱정인데 죽음 이후에 사후세계가 있을까.,1
29001,지난주에 면접을 봤는데 아직 연락이 오지 않아서 안달이 나네.,3
44004,내 친구가 은행에 펀드 투자를 했는데 반 토막이 났다는 소식에 당황했어.,1
31308,올해 여름휴가 보너스가 십만 원이네? 작년에는 삼십만 원 주셨는데.,3
11881,이제 유럽도 한물갔네,0
39548,삼성의 교환은 당연한것이고 갤럭시는 쓰레기이고,3
29094,부모님이 자꾸 나중에 뭐가 되고 싶으냐고 물으셔.,3
29412,일을 한 번에 하지 못하고 정말 힘들어.,3
2927,날이 갈수록 요통이 심해져서 바른 자세로 앉지 않았던 것이 후회가 돼.,0
32431,복지관의 계단이 너무 높고 가팔라서 늙은 나에게는 너무 힘들어.,3
33145,자녀를 올바르게 키워내는 게 참 힘든 일인 것 같아.,3
1391,연애할 땐 좋았는데 결혼하고 나니 생각했던 거랑 너무 달라.,0
40875,명박이때 면허 많이 따게해서 차를 많이 팔아먹고 세금을 거둬들엿지-,3
7727,아내가 병이 점점 심해져. 사별이 머지않은 것 같아 너무 슬프구먼.,0
49053,신체 질환 때문에 자주 만나지 못하는 친구가 여러 명 된다네.,1
46027,퇴직을 했어. 아내는 여전히 일하고 있는데 경제적 부담 주는 것 같아 미안해.,1
55938,선생님께서 10시이후에 다른친구나 선생님께 전화나 문자하면 벌받는다고 하셔서..ㄷ,1
45119,돈이 없어서 친구 장례식에 부조도 많이 못 해주고 미안해 죽겠어.,1
394,오빠가 심한 말을 했어. 근데 그 말을 한 걸 후회하지 않아.,0
52269,돈에 대해 외로워.,1
12553,아멘붕 ..진심 패버리고 싶어요좋은 방법없을까요ㅠㅠ?,0
8640,최근에 앓게 된 피해망상증 때문에 자꾸 잘못도 없는 친구에게 화를 내게 돼.,0
22456,같이 티비보면 울 엄마 쟤는 어디가든 사랑 받겠다고 하시네 부모님 정말 잘키우신듯,2
40886,여의도에 개누리당 당사 있다...궁물당도..!!!,3
35388,동생과 싸워서 부모님과도 갈등이 생겼는데 다 나 때문인 것 같아서 내가 싫어.,3
25695,엠비씨짱~♡♡ 아~,2
57497,아니면 가임기 언제해도 상관이 없나요,1
26924,병원에서 신체검사를 했는데 내 나이보다 십 년이나 젊게 나왔어. 정말 기쁘네.,2
36627,친구들에게 따돌림을 당하는데 우리 부모님은 나에게 관심이 없어. 내 탓인 것만 같아.,3
14930,나는 중요한 일을 어제 마무리 지어서 올해는 편하게 직장생활 할 수 있을 거 같아. 마음이 편안해.,2
45863,이번 학년도 나는 혼자일 것 같아. 아무도 나와 가까워지고 싶지 않은 것 같아.,1
41505,왠 호들갑이야 때리고쳐야하는건 지도어쩌고가아니라 윗대가리들이야,3
29229,직장 생활이 이렇게 힘든지 몰랐어.,3
10308,우울증으로 약도복용중인데요,0
49477,선천적으로 나는 한쪽 귀가 들리지 않았는데 여자친구에게 비밀로 하던 것이 들켜버렸어.,1
38177,맞다....한국 남자가 아니라. 남자놈들은 다 쓰레기다.,3
4520,누구를 만나도 즐겁지가 않아. 시간이 무의미하게 느껴져.,0
8424,병원에 갔는데 병이 장애 유발 질환이라는 판정을 받아서 너무 슬퍼.,0
23403,비록 홈런은 맞았지만...배짱투 멋있었슴다...,2
39616,정말..개탄스럽다..,3
37854,일요일날 마트 못가는 것도 야당에서 만든거고,3
25811,28살 남자 취업했습니다.,2
40425,그니까 인종 차별 좀 그만해라,3
25557,고생했지용♥,2
32776,엄마의 간섭 때문에 집에 있기 싫어. 정말 귀찮아.,3
5685,제일 친한 친구와 싸워서 너무 슬퍼.,0
52320,나는 잘 모르는 사람인데 갑자기 아는 척을 해서 당황스러웠어. 도저히 누군지 기억이 나지 않아.,1
49884,나이가 들어서 돈을 전처럼 벌지 못하고 있어서 가족들에게 미안하고 죄책감이 들어.,1
29514,나 친구와 싸웠어! 너무 화가 나.,3
36102,어릴 적 교육을 제대로 받지 못한 탓에 막노동밖에 못 하는 자신이 너무 싫어.,3
45532,남편하고 이혼하고 당장 잘 곳이 없어서 너무 곤란해.,1
38665,김종! 이 권력의 더러운 개!!!,3
18673,군대 동기하고 오랜만에 만나서 기뻐.,2
29696,도대체 코로나는 언제 종식되는 거야?,3
46279,난 아내가 좋아서 장난을 쳤는데 화를 냈어.,1
13081,몇일전에 남자친구가 헤어지자고 하네요..,0
33531,내 친한 친구를 유치하게 놀려대는데 놀리는 애들이 너무 밉고 싫어. 구역질 날 지경이야.,3
50715,건강 검진 후에 폐암이라는 진단을 받았는데 남편한테 미안해서 어떡하나.,1
31233,명절인데 자식들이 안 오네 섭섭해서 원.,3
56071,물어보지두 못하겠어요 ㅠ,1
6350,엄마가 오빠만 챙겨주고 나를 안챙겨줘서 아주 슬퍼.,0
14937,내 아기가 자는 모습을 보니 마음이 평온해져.,2
43092,밖에 나가면 건강에 대해 밝히기가 꺼려져.,1
51496,공부가 내 적성에 딱인 줄 알았는데 하고 싶은 다른 일이 생겨서 혼란스러워.,1
44577,길을 가다보면 학생들에게 나쁜 것을 가르치는 어른들을 보며 참 화가 나.,1
6096,왕따를 당해서 선생님께 말씀드렸는데 생각했던 대로 덮으려고만 하시더라고. 환멸난다.,0
51729,당뇨인 것도 모르고 일만 하면서 살았다니 정말 혼란스러워.,1
12384,8개월이 지났는데도 안잊혀진다,0
42109,광주 폭동을 보는거 같네요,3
56010,저 짤릴까여??ㅜㅠ,1
47947,사귄 지 한 달 만에 남자친구가 결혼 이야기를 꺼내서 당황스러워.,1
20917,그래도 인생드라마는 확정인듯,2
44342,혼자 취업 준비하려니 너무 힘드네.,1
44802,요즘 형편이 어려워져서 이제는 친구들 여행도 빠지게 생겼어. 외로워서 어떡하나.,1
56043,그래도 너무나 두렵습니다..,1
1883,어릴 적부터 제일 친했던 친구가 이민을 떠났어. 빈자리가 너무 크게 느껴져서 눈물이 멈추질 않아.,0
22000,김종민 진짜 착한 사람인듯,2
12622,근데왜 저는 그대가저를 그렇게 필사적으로 피하는데도스치듯 얼굴 본 것 만으로도 너무 기쁠까요..,0
15859,남편이 집안일도 잘 도와주고 결혼한 후로는 더 행복하게 지내.,2
31508,정부는 우리의 삶에 너무 무책임한 것 같아서 화가 나.,3
32641,언니랑 동생이 나한테는 말을 안걸어.,3
38209,한마디로 열받는다.,3
18196,회사 사정이 어려워졌는데도 연봉을 삭감하지 않고 동결해줘서 정말 다행이야.,2
767,아들이 가족과 계속 대화를 거부해. 정말 가슴이 먹먹하고 답답하여 어찌할 바를 모르겠어.,0
54374,난 미세먼지가 더 무섭다.,1
39905,미리 불구속 짜놓고 고민하는 척!,3
2763,우울증이 온 것 같아. 집에 가는 순간 바로 침대에 누워 계속 잠만 자고 싶어.,0
21459,좋은기사..한참동안 읽었네요^^,2
10084,고수님들 도와주세요,0
38144,진짜 이런 사람이 대통령이었다니 지금도 소름이다ㄷㄷㄷ,3
33835,가족들이 내 주장을 존중하지 않아서 정말 화나.,3
48532,스터디를 못해서 친구들에게 열등감을 느끼고 있어.,1
15400,몇 달 전에 드디어 기다리던 임신을 하게 되었어.,2
19302,부모님이 계셔서 정말 다행이라는 생각이 들어.,2
54856,사고 나면 뒤지는겨,1
37977,.개차반 이 놈아,3
21485,무도는 제게 참 소중한 프로예요!!감사합니다,2
24043,차라리 저가정책으로대충만들었는데도 이정도입니다,2
44742,학교 관련해서 연희 엄마가 정말 잘 알던데 너무 샘나.,1
42423,박근혜 2년 탄핵 무산되면 화염병에 불붙여 청와대을 불바다로 만들라.,3
57370,이젠 신뢰성이 떨어진 NASA 이번엔 또 뭔 관종짓 할까..,1
35195,퇴사를 고민하는 딸에게 벌써 그만두냐고 말해버렸어. 상처받았는지 방에서 나오질 않아.,3
54902,자서전 읽었을때 공감할수 없는 부분이 많았음재평가가 시급하다고 봅니다,1
30829,괴롭힘을 당할 때 다 보고서도 모두가 못 본 척하는 게 힘들어.,3
48308,최근 어머니가 언니만 너무 편애해서 언니가 부러워.,1
10441,저혼자 아기보고 집안일하고 너무 힘들고 지치네요 ㅠㅠ,0
49726,요새 건강이 너무 안 좋아. 젊었을 때 건강관리 좀 할걸.,1
54735,그리고 통신병 항상 바쁜가요?,1
26620,나는 우리 과장님만큼 부지런한 사람은 없을 거라고 확신해.,2
41929,광화문에 메달아 국민이 심판하기전에빨리 탄핵하라!!!,3
43103,취업 면접장에서 창피한 일을 겪었어. 너무 부끄러워.,1
3291,나는 더 이상 친구를 사귈 수 없을 것 같아서 슬퍼.,0
23027,해준 경기력인거 같아요...,2
10669,하2틀 쉬고있는디 뭐가 이렇게 답답한지,0
10962,물론 일부겠죠?,0
11007,안 사면 될 일.,0
12037,결말을 예상하였음에도 답답하고 슬프구나.,0
26215,서동욱 격하게 응원한다 화이팅 아낌없이 실력발휘해요,2
12227,자신감도 자꾸 떨어지고..,0
44988,매달 나오는 병원비가 너무 비싸서 당황스러워.,1
18521,당뇨병이 있지만 경제적으로 여유가 있어서 맘 편히 치료받을 수 있어 기뻐.,2
15991,나 병원에서 건강이 많이 좋아졌대.,2
55069,군대 보내고 언제부터 권태기가 오기시작하나요??ㅠ,1
20106,내가 꾸준히 자식들 위해서 저축과 노후 연금을 납부해서 천만다행이야.,2
53135,한국에서 자율운전 하면 차 아작날듯 ㅎㅎㅎ,1
54544,한달한달 안되면 제탓인것만 같고....,1
19364,나이들면서 걱정이 많았는데 다행이야.,2
25865,오늘은 화요일이네요!!,2
24977,아이구 착해라~~~,2
37695,또 뒤통수야 항상조심조심,3
13944,우리도 저랬는데 다시 못돌아가겠지,0
35087,회사에서 스트레스를 너무 많이 받아서 몸이 안 좋아.,3
51405,점심 시간때마다 외로움을 느끼고 있어.,1
26848,가족 중에 별다른 병력도 없고 오래 산 사람들이 많아서 걱정 없이 살 수 있어.,2
7374,난 주재원이라 가족과 떨어져 외국에 나와 있어. 배우자가 죽었는데도 당장 가볼 수가 없어.,0
4596,퇴직했는데 이제 어떻게 살아야하나 돈도 없고 걱정된다.,0
19378,오늘 완치판정을 받았어!,2
36484,회사에서 승진한 뒤로 내가 요즘 너무 스트레스를 받고 있어.,3
26942,다시 취업해서 안정적인 수입이 생긴 것이 기뻐.,2
3151,건강이 안 좋아서 아내와 고향으로 사십 년 만에 돌아왔는데 내가 알던 모습이 아니어서 너무 실망스러워.,0
44698,고향에서 살려고 땅을 샀는데 주거용이 아니야. 혼란스러워.,1
622,대기업 최종 불합격해서 속상해.,0
23678,항상 변함 없는모습에 감사드립니다^^,2
20575,일롸처럼 들어오는 카페가 되었네요.,2
49330,수술하지 말라는 올케말을 들었더라면 이렇게까지는 안 되었을텐데.,1
26296,신선하고 재밋는댕 완전,2
16913,그 친구를 믿고 투자를 했는데 노후 걱정 없을 만큼 벌어서 너무 기뻐.,2
46515,다른 사람들이 못마땅해 할 것 같아서 하고 싶은 걸 못하겠어.,1
42500,하구 한날 연예인 비리 ...,3
21002,너무 훌륭했어요!!!,2
26407,류준열은 연기 잘하는 배우라는걸 확실히 알린 작품이었어요~^^,2
33430,모두가 손해 보는 일이나 프로젝트에는 서로들 지원하지 않으려고만 해. 화가 나.,3
15614,오늘 너무 행복해서 죽을 것 같아.,2
46965,남편이 내 돈을 들고 집을 나갔어. 어떡하지?,1
51980,이혼한 아내를 만나서 오랜만에 재미있었고 좋았는데 갑자기 눈물이 흘렀어.,1
57861,다른 고무신들은 헤어지고 연락이 오나요?..,1
55394,이렇게되면 결국 기업들에게 부가 집중되고 실직자가 늘어 공평한 소득분배에 문제가 생길수밖에 없을듯 지금부터 대비해야,1
34381,친구의 전화를 받았어. 몸이 아픈 탓에 점점 비관적으로 말하여 걱정이네.,3
3891,최근 회사 사정이 좋지 않아 퇴사해야 할 수도 있을 것 같아.,0
41805,중국인이랑 팀플해본사람은 중국유학생이 얼마나 개똥같은지 안다,3
15433,어제 친구랑 싸웠는데 오늘 화해했어.,2
4132,보약을 거의 다 먹어서 더 먹을 일은 없을 거라 생각했는데 아내가 더 지어왔단다. 우울해.,0
21590,왐마~~~ 멋지네~!!!,2
36699,나이가 들어서 몸도 예전 같지 않고 얼굴도 주름져 가고 있어.,3
48832,노후준비는 어느 정도가 되어야 할까.,1
56037,제가 혼전임신이다보니 아직 부모님께 말씀을 못드렷어요,1
46790,내가 궂은일을 한다는 걸 부끄러워서 주변에 비밀로 했어.,1
1842,이번엔 정말 합격할 줄 알았는데 또 떨어져서 눈물만 나와.,0
16242,드디어 친구와 화해했어!,2
53788,저는 그렇게 심하지 않더라구요;,1
22213,해먹어보니 맛은 짱이구요~,2
2436,아들이 큰 사고가 나서 더 이상 걸을 수 없게 되었어.,0
14784,결혼한 지 십 년 차고 나이도 삼십 대 후반이지만 난 아직 아이 낳는 문제에 있어서 느긋해.,2
15558,오늘 너무 기분이 좋아서 어쩔 줄 모르겠어.,2
27028,나는 자식들이 내 노후를 책임져줄 것이라고 믿어.,2
10356,연애너무어렵네요 ..,0
3199,상사의 말을 새겨듣지 않아서 또 실수를 하고 말았어. 너무 슬프다,0
15968,건강할 때 건강을 지켜야 할 것 같아.,2
46352,사업 실패로 그동안 모아뒀던 재산을 모두 날리게 되서 속상해.,1
39471,미개한 짱개들과 돈에 환장한 미국놈들 ㅋㅋㅋ,3
7102,나이가 많아져 이제 일을 할 수 없다는 것이 슬퍼,0
53070,치킨버거라며..1,1
15188,이번 주 금요일에 멋진 콘서트 표가 생겼어. 여자친구랑 같이 가려 했는데 그날 안 된다는 거야.,2
51830,나도 이제 노후 준비를 해야 하는데 가족들이 아무도 관심이 없네.,1
15363,놀이터에서 뛰어놀고 있는 아이의 모습을 보고 있으면 나도 모르게 흐뭇해지면서 결혼하기를 참 잘했다는 생각이 들어.,2
32252,저녁에 가족끼리 외식하려고 했는데 아들이 갑자기 안 가겠다고 해서 화가 나.,3
51425,친구들에게 말하고 싶은 게 있었는데 혹여나 아무도 공감해 주지 않을까 봐 말을 못 했어.,1
3657,날 괴롭히던 친구와 같이 반이 돼버려서 절망이야.,0
19544,아내를 깊이 신뢰하고 있어.,2
55965,아님 토스 7이 빠를까요,1
26474,안녕하세요!,2
22528,ㅡ오바마 여전히 멋있다 쫌팽이 시 씨아저씨,2
8318,아내와 이혼해서 어떻게 살아가야 할지 모르겠어.,0
41148,하늘과 땅 어디에 숨더라도 모두 찾아네 멸하신다 하셨느니라,3
47175,직장에서 일하면서 상사의 눈치를 보고 시선을 의식하면서 일하는 게 너무 스트레스 받아.,1
38036,알권리랍시고 숙소앞에서 잠복하는게 기자냐,3
44865,내가 입원해 있는 동안에 내 가게를 아내가 멋대로 팔아버렸대. 어떻게 그럴 수 있나 싶어서 너무 당황스러워.,1
10925,손님도없는 가게 지키느라 동참도못했는데 담주에는 저도 가겠습니다,0
31327,억울한 일이 생겼는데 아빠는 내 말은 안 듣고 다른 사람들 말만 들어서 짜증나.,3
41188,법을 바꿔 그니까 닭대갈 색끼들아,3
56707,그래서 뭐라고 말을드려야 될지걱정입니다....,1
34285,요즘 주식시장이 안 좋아 퇴직금까지 다 날렸어. 큰일이네!,3
41331,짱깨집 짬뽕도 아니고,3
53064,왜이러는건지 아는분.,1
57410,두개씩이나 오바일까요?,1
24554,선생님들의 희생 잊지않고 열심히 살겠습니다ㅠ,2
27839,내가 따돌림을 당할 때 도와주지 않는 친구들이 너무 미워.,3
22532,덕배 is 아주 쩔어,2
30626,비혼주의인 나에게 주변 사람들이 결혼에 대한 압박을 줘.,3
33551,수업 시간에 졸았다는 이유로 나를 때렸던 국어 선생님이 부장 선생님이 되어 화가 나.,3
10247,",만약에 합격하더라도 일잘할수있으까 걱정도돼고요",0
37267,엘지 죽어라 그냥 후진것들,3
19710,내년에 남편이 은퇴를 하고 그 다음 해에는 내가 은퇴를 할 예정인데 내가 힘들면 올해까지만 다닐까 싶기도 해.,2
31389,주번이 칠판 정리를 안 한 건데 애들이 내가 반장이라는 이유로 칠판 정리를 시켜서 짜증났어.,3
16108,역시 인생의 모든 일에는 옛말이 맞는 것 같아.,2
32180,딸이 아픈데 약을 제대로 챙겨 먹지 않아서 화를 냈어.,3
20877,제가 하고싶었던걸 해주시니 가슴이 뻥 뚤리는 기분이네요,2
29489,직장 면접을 봤는데 잘 안된 거 같아.,3
50920,우울증 때문에 남자 친구를 괴롭게 하는 내가 싫어. 난 왜 다른 사람을 괴롭게 하는 걸까?,1
38980,보이스 장혁 와이프 죽인 범인은 백성현 턱선하며 얼굴에 일자로 생기는 근육 확실한건 치아가 똑같다는것이다,3
35237,머리를 심하게 다쳐 기억 상실증에 걸렸어. 모든 걸 기억하지 못하니 너무 외롭고 허탈하군.,3
20078,오늘 주변을 보며 나의 처지가 참 다행이라는 생각이 들었어.,2
10315,"콕 쑤시는 듯한 통증도 있구요,설사할 것 같은 배앓이도 있다 사라지구요..",0
23922,연아선수의 덕이에요!,2
34738,어릴 적 홀어머니 아래서 찢어지게 가난하게 자라 친구들 앞에서 콤플렉스가 있어.,3
27660,요즘 내 생활도 안정적이고 남자친구와의 관계도 좋아서 여러모로 만족스럽고 행복해.,2
54827,그냥하지말아야 하나요?,1
7390,취업 준비한 지 오래됐는데 한 번도 취업에 성공한 적이 없어. 너무 속상해.,0
27803,내 친구는 왜 돈을 제때 갚지 않는지 모르겠어. 이렇게 되면 신뢰가 없어진단 말이지.,3
29174,안 되겠어. 이제 내 친구랑 절교하기로 했어.,3
20101,얼마 전에 며느리가 손주를 낳아서 차를 한 대 선물해줬어. 너무 행복해.,2
46099,회사에서는 업무와 직속 상사에게 치이고 집에 오면 가족들에게 치이고 너무 답답하고 외로워.,1
47161,건강이 안 좋아서 내 자신이 혐오스럽게 느껴져.,1
253,엄마는 심한 독감에 걸렸으면서 우산을 안 챙긴 나를 위해 학교에 달려오셨어.,0
24361,우리를 항상 즐겁게 해주는 울 엘지 트윈스 선수들...,2
55828,초당 1조 들어갔을듯,1
25518,1분뒤에 노래나온다!,2
4669,인터넷에서 되게 황당한 동영상을 봤어.,0
31757,친구가 나이가 한참 차이 나는 여자랑 바람이 났어.,3
54613,이거 어떡해야되나요??;;급해요 ㄱ-,1
9403,고민입니다 고민.,0
51570,지금 그럴 형편이 아닌데도 친구들 따라서 보험에 들었어.,1
27113,남편이 일에 지쳐 있는 내게 힘내라고 용돈을 주어서 날아갈 것 같아.,2
17988,어제 제대를 하는데 마중 나온 여자 친구를 보고 기뻐서 눈물이 날 것 같았어.,2
45424,우리 가족들은 성적이 떨어지면 나를 너무 무시해. 가출이라도 하고 싶어.,1
23779,김인권씨 지적으로 보이네요.,2
31431,게임을 하고 있는데 여자친구가 옆에서 자꾸 훈수를 둬서 귀찮고 짜증나.,3
4378,요즘 꿈에서 경로당 노인들이 자주 나와. 마지막 인사를 못 해준 것이 계속 후회가 되네.,0
57480,아기들의 성향에 맞게 골라야 할까요?;,1
36759,이제 내 명예도 예전 같지 않아. 나를 지지하던 사람들이 다 내게 등을 돌리기 시작했어.,3
49847,나는 왜 목표가 없을까? 목표가 없으니 다가올 미래가 두렵고 무서워.,1
36716,난 아직도 새아빠한테 아빠라고 부르지 못하는 나 자신이 밉고 싫어.,3
22640,그 넘치는 감동이란 말로 표현 못하죠.,2
31935,지금까지는 특별히 아픈 곳이 없었는데 계속 아픈 곳 없이 살 수 있을까?,3
47597,같은 동료 흠을 다른 직원에게 얘기하다가 그 직원이 왔어. 너무 죄책감이 들어.,1
31026,우리 동네 박 씨가 요통에 좋은 안마기를 빌려가더니 도통 돌아오질 않네.,3
43496,오늘 친하게 지내던 친구를 배신하고 돈을 빼앗아서 죄책감이 들어.,1
29794,내 자식이 나에게 거짓말을 했어. 너무 괘씸해.,3
33244,요즘 너무 힘들어서 살고 싶지 않아.,3
26042,근데..오빠 정말 윤현진아나운서 좋아하시나요?,2
4922,요즘 친구들 사이에서 내 감정이 메마르고 이성이 마비된 느낌을 받아.,0
6646,내가 퇴직한다니 회사 후배가 무척 슬퍼하고 있어.,0
12725,그런데 옴기려 하려해도 일구하기가 쉽지가 않네요;,0
26943,더 이상 갚을 돈이 없다는 사실에 너무 기뻐.,2
27056,노년을 보내려고 사 놓은 땅에 고속도로가 뚫리게 되어 큰돈을 벌게 되어 너무 신나.,2
40214,남자가 잘못한게없는데 다른곳에서 받은 스트레스를 남자에게 표출하는 여자가 배려심이없는 겁니까?,3
55238,분유를 먹이거나 모유를 먹이면 5번중에 3~4번은아기가 항상 토를 하네요 ..,1
15701,시어머니가 날 정말 배려해주시고 편하게 해줘서 감사해.,2
30739,회사에 지각해서 급해 죽겠는데 길에서 마주친 사람이 도를 아냐며 자꾸만 붙잡아서 화가 나.,3
53943,이번 미국 대선은 숙청의 대선이 되는게 아닌가 걱정스럽다..,1
49540,나는 육상선수가 꿈인데 파킨슨병이 있어서 아빠가 반대했어. 나 정말 열심히 할 자신 있는데,1
27328,엄마는 내가 힘이 들 때마다 조언을 해 주셔. 덕분에 세상을 살기가 한결 편안하다는 생각이 들어.,2
32987,아들이 이번에 고등학교 졸업했어.,3
10218,그래.국민들은 더 억울하다.,0
10402,인생참 너무어려워요,0
44603,응원하는 팀이 우승하지 못해서 너무 속상해.,1
48775,전에 주식투자로 큰 손해를 보았을 때 생각이 나.,1
23992,요즘 박사장 열일하네 너무 보기 좋음,2
27315,우리 딸은 날 더 좋아해.,2
